__header__
__version__
__globals__
Sonic_x_119
Sonic_y_119
Sonic_z_119
Sonic_Temp_119
Sonic_x_100
Sonic_y_100
Sonic_z_100
Sonic_Temp_100
Sonic_x_74
Sonic_y_74
Sonic_z_74
Sonic_Temp_74
Sonic_x_61
Sonic_y_61
Sonic_z_61
Sonic_Temp_61
Sonic_x_41
Sonic_y_41
Sonic_z_41
Sonic_Temp_41
Sonic_x_15
Sonic_y_15
Sonic_z_15
Sonic_Temp_15
Air_Temp_87m
Air_Temp_38m
Air_Temp_3m
Dewpt_Temp_122m
Dewpt_Temp_87m
Dewpt_Temp_38m
Dewpt_Temp_3m
DeltaT_122_87m
DeltaT_87_38m
DeltaT_38_3m
Vane_WD_122m
Vane_WD_87m
Vane_WD_38m
Vane_WD_10m
Vane_WD_3m
Accel_x_119
Accel_y_119
Accel_z_119
Accel_x_100
Accel_y_100
Accel_z_100
Accel_x_74
Accel_y_74
Accel_z_74
Accel_x_61
Accel_y_61
Accel_z_61
Accel_x_41
Accel_y_41
Accel_z_41
Accel_x_15
Accel_y_15
Accel_z_15
Baro_Presr_3m
PRECIP_INTEN
Cup_WS_C1_130m
Cup_WS_122m
Cup_WS_C1_105m
Cup_WS_87m
Cup_WS_C1_80m
Cup_WS_C1_55m
Cup_WS_38m
Cup_WS_C1_30m
Cup_WS_10m
Cup_WS_3m
Precip_TF
GPS_Lock_TF
UPS_OK_TF
Asp_122
Asp_87
Asp_38
Asp_3
time_UTC
tower
datastream
Sonic_CupEqHorizSpeed_119m
Sonic_direction_119m
Sonic_dt_clean_119m
Sonic_x_clean_119m
Sonic_y_clean_119m
Sonic_z_clean_119m
Sonic_Temp_clean_119m
Sonic_dt_rotated_119m
Sonic_u_119m
Sonic_v_119m
Sonic_w_119m
Sonic_Temp_rotated_119m
Sonic_CupEqHorizSpeed_100m
Sonic_direction_100m
Sonic_dt_clean_100m
Sonic_x_clean_100m
Sonic_y_clean_100m
Sonic_z_clean_100m
Sonic_Temp_clean_100m
Sonic_dt_rotated_100m
Sonic_u_100m
Sonic_v_100m
Sonic_w_100m
Sonic_Temp_rotated_100m
Sonic_CupEqHorizSpeed_74m
Sonic_direction_74m
Sonic_dt_clean_74m
Sonic_x_clean_74m
Sonic_y_clean_74m
Sonic_z_clean_74m
Sonic_Temp_clean_74m
Sonic_dt_rotated_74m
Sonic_u_74m
Sonic_v_74m
Sonic_w_74m
Sonic_Temp_rotated_74m
Sonic_CupEqHorizSpeed_61m
Sonic_direction_61m
Sonic_dt_clean_61m
Sonic_x_clean_61m
Sonic_y_clean_61m
Sonic_z_clean_61m
Sonic_Temp_clean_61m
Sonic_dt_rotated_61m
Sonic_u_61m
Sonic_v_61m
Sonic_w_61m
Sonic_Temp_rotated_61m
Sonic_CupEqHorizSpeed_41m
Sonic_direction_41m
Sonic_dt_clean_41m
Sonic_x_clean_41m
Sonic_y_clean_41m
Sonic_z_clean_41m
Sonic_Temp_clean_41m
Sonic_dt_rotated_41m
Sonic_u_41m
Sonic_v_41m
Sonic_w_41m
Sonic_Temp_rotated_41m
Sonic_CupEqHorizSpeed_15m
Sonic_direction_15m
Sonic_dt_clean_15m
Sonic_x_clean_15m
Sonic_y_clean_15m
Sonic_z_clean_15m
Sonic_Temp_clean_15m
Sonic_dt_rotated_15m
Sonic_u_15m
Sonic_v_15m
Sonic_w_15m
Sonic_Temp_rotated_15m
